"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_gene_id","symbol"
14929.1281287735,-2.06555453771446,0.0470700611296039,-43.8825548160456,0,0,"ENSMUSG00000045294","Insig1"
2123.89828608086,-2.62633937907909,0.0563039027424449,-46.645778554516,0,0,"ENSMUSG00000022853","Ehhadh"
9640.48646475705,-2.57220263793211,0.0587151986766571,-43.8081228694662,0,0,"ENSMUSG00000002289","Angptl4"
1800.97495309211,-5.04235314688027,0.113535157577197,-44.4122618445459,0,0,"ENSMUSG00000038754","Elovl3"
183892.10784951,-3.20465839833962,0.0823800095637273,-38.900922873292,0,0,"ENSMUSG00000037071","Scd1"
3190.1978960663,-2.65580604712909,0.0711124408364893,-37.3465741843351,2.88176653656895e-305,9.30234238004456e-302,"ENSMUSG00000008153","Clstn3"
7747.57243158781,-1.34193743374157,0.0376195000220671,-35.6713255879107,1.10075728922303e-278,3.0456381682388e-275,"ENSMUSG00000020085","Aifm2"
2677.51128462008,-2.01729220127967,0.0586391092994181,-34.4018220157326,2.36816648052542e-259,5.73333104935204e-256,"ENSMUSG00000046275","Trarg1"
1360.83521985717,-3.30256155089484,0.0962184782491652,-34.3235687259843,3.49313047265847e-258,7.51721677716103e-255,"ENSMUSG00000027562","Car2"
1466.58354398804,-2.54984847020593,0.074983108382101,-34.0056384060839,1.83882397342454e-253,3.56143427172865e-250,"ENSMUSG00000020264","Slc36a2"
12268.5607451763,-1.35970013566789,0.0417083410818672,-32.6001969965434,4.0749405001798e-233,7.17485887340748e-230,"ENSMUSG00000026853","Crat"
14087.318008068,-2.57121123961822,0.0790915713747696,-32.5092951742573,7.88012548556425e-232,1.27185225337007e-228,"ENSMUSG00000010651","Acaa1b"
6409.21266161375,-2.21160217693341,0.0688468568427647,-32.1235024858776,2.07130537751061e-226,3.08592635012504e-223,"ENSMUSG00000012428","Steap4"
2274.0101708909,-4.13336468105279,0.129498078540984,-31.9183475741276,1.48597077898185e-223,2.05573443195146e-220,"ENSMUSG00000027559","Car3"
923.907941447866,-3.83145445417368,0.123200528562626,-31.0993345473031,2.45892929923517e-212,3.17496951117245e-209,"ENSMUSG00000069456","Rdh16"
101386.65106011,-1.36307914853035,0.0449143640654306,-30.3484013832331,2.63751586770065e-202,3.19271295785163e-199,"ENSMUSG00000023019","Gpd1"
10659.8300235408,1.59197181508118,0.0530501968290036,30.0087824407622,7.53793136829721e-198,8.58792086712826e-195,"ENSMUSG00000000957","Mmp14"
2073.98499186706,-2.45312951145278,0.0822067250255756,-29.8409833342658,1.14930340704386e-195,1.23665046597919e-192,"ENSMUSG00000038007","Acer2"
1779.34891588421,-2.6197346320966,0.0886420533411482,-29.5540833425223,5.81977639351547e-192,5.93249627313724e-189,"ENSMUSG00000012705","Retn"
2720.3629866623,-2.25487879223182,0.0765247748989685,-29.4659970605443,7.85448428856363e-191,7.60628258504502e-188,"ENSMUSG00000075296","Aldh3b2"
3206.67535665981,-1.90692656167359,0.0648560333144929,-29.4024543935139,5.10889212378211e-190,4.71185822159105e-187,"ENSMUSG00000050860","Phospho1"
2403.10225565667,-3.58969111531715,0.122756871261465,-29.2422825576201,5.62870729923655e-188,4.95530922598243e-185,"ENSMUSG00000035686","Thrsp"
5854.09593892853,-1.45432790701592,0.0509972871445975,-28.5177504225337,7.0578688147662e-179,5.94333926975617e-176,"ENSMUSG00000026626","Ppp2r5a"
1633.14594669645,-1.72984841251004,0.0606953523752914,-28.5005086026033,1.15454996351684e-178,9.31721820558086e-176,"ENSMUSG00000051855","Mest"
1030.71040578424,2.65824550884045,0.094333739561021,28.1791596645114,1.0530145401015e-174,8.15791424507434e-172,"ENSMUSG00000026249","Serpine2"
843.482361256065,-2.71828738265547,0.0978283554437306,-27.7862933535562,6.35213767960196e-170,4.7318539453281e-167,"ENSMUSG00000033685","Ucp2"
1054.25175529311,-2.84674768139569,0.102897010567691,-27.6659901554957,1.79228708853758e-168,1.28566727151096e-165,"ENSMUSG00000025202","Scd3"
9800.40645150076,-1.53468804817899,0.0558607738292498,-27.473447698202,3.64599520095772e-166,2.52198696614819e-163,"ENSMUSG00000021238","Aldh6a1"
526.558600128307,-3.42920777776475,0.130386670041196,-26.3002941687312,1.90291222657602e-152,1.27088289670084e-149,"ENSMUSG00000053846","Lipg"
22522.6624308213,-1.14976142374314,0.0439859837153246,-26.1392681628845,1.30526435074573e-150,8.42678664841443e-148,"ENSMUSG00000020190","Mknk2"
11341.9477580021,-1.29172987286657,0.0494635683470598,-26.1147732772367,2.47767043158869e-150,1.54798454577451e-147,"ENSMUSG00000031938","4931406C07Rik"
865.384384797824,-6.06890435788794,0.23444980311028,-25.8857302389513,9.6418085126662e-148,5.83570460229122e-145,"ENSMUSG00000024526","Cidea"
1120.76280968675,-2.58702888080878,0.101722926929294,-25.4321121000282,1.11357563010297e-142,6.53567660722253e-140,"ENSMUSG00000022235","Cmbl"
1596.65980183317,-1.8325557135532,0.0724454173269787,-25.2956747461616,3.56418761547618e-141,2.03032899225126e-138,"ENSMUSG00000057963","Itpk1"
6303.79510224129,-1.580566642534,0.0625585742824522,-25.2653878491178,7.67370317046039e-141,4.24640808587077e-138,"ENSMUSG00000033022","Cdo1"
484.692055594155,-4.09351740824168,0.162085235503048,-25.2553380049517,9.89528751449615e-141,5.32366468279893e-138,"ENSMUSG00000026185","Igfbp5"
5357.64156105559,-1.66924355557471,0.066467308027359,-25.1137529879746,3.5192471080133e-139,1.84218318886491e-136,"ENSMUSG00000003500","Impdh1"
24452.5980033887,-0.971489069981382,0.0388131616285169,-25.0298875231954,2.89115563391065e-138,1.47357637677846e-135,"ENSMUSG00000025745","Hadha"
631.241752770976,-2.52616213318262,0.101760506466078,-24.8245829439215,4.86648326260454e-136,2.41677045718269e-133,"ENSMUSG00000004360","9330159F19Rik"
1918.13094465014,1.19678606227,0.0482916567958414,24.7824601945125,1.38579192714793e-135,6.71000451125029e-133,"ENSMUSG00000028347","Tmeff1"
1678.49601231335,-1.47616641091372,0.0601267122228053,-24.5509251436141,4.22771446558659e-133,1.99713106754832e-130,"ENSMUSG00000018566","Slc2a4"
753.704728084465,-2.24034595219277,0.0917948286760795,-24.4060148540434,1.47635151207267e-131,6.80808954424369e-129,"ENSMUSG00000049265","Kcnk3"
3759.89087147516,-1.2482707260194,0.0513876269577072,-24.2912700959463,2.42435294910195e-130,1.09197367251643e-127,"ENSMUSG00000058454","Dhcr7"
624.038408011898,-2.38638838759054,0.0984838354668418,-24.231269794463,1.04198530466387e-129,4.58662985925679e-127,"ENSMUSG00000031725","Ces1f"
5910.53281401216,-1.25864718575071,0.0523257999016682,-24.0540457693143,7.57245631718626e-128,3.25918519891696e-125,"ENSMUSG00000000628","Hk2"
3640.40042770855,-1.83307093004355,0.0765379339390046,-23.9498355352051,9.27671095988715e-127,3.90589864937162e-124,"ENSMUSG00000022546","Gpt"
252.541535898624,3.84134322842298,0.160966179443527,23.8642877758721,7.19713811212672e-126,2.96583342458873e-123,"ENSMUSG00000019124","Scrn1"
326.196795128069,-3.2915649489778,0.13858290697638,-23.7515940514858,1.05784700104387e-124,4.26841264921203e-122,"ENSMUSG00000030244","Gys2"
806.200270230709,2.35752139809912,0.0997197224741551,23.6414757242243,1.44441446777969e-123,5.70926926774634e-121,"ENSMUSG00000021913","Ogdhl"
1342.76008054298,-2.55409630131292,0.108473969025972,-23.5457070875815,1.38914668443478e-122,5.38099859682657e-120,"ENSMUSG00000025969","Nrp2"
330.119052811217,-3.92613808049426,0.167392031491339,-23.4547489836599,1.18234220002242e-121,4.49011837843807e-119,"ENSMUSG00000018507","Trpv2"
3314.46516133369,-2.0360451980447,0.0872951856185122,-23.3236825561309,2.54985545003681e-120,9.49723083775248e-118,"ENSMUSG00000019883","Echdc1"
599.117263741893,-3.11886689002405,0.133762601357822,-23.3164341778979,3.02036886197879e-120,1.10374536073217e-117,"ENSMUSG00000037820","Tgm2"
419.090570482373,3.46963690004036,0.148891199561433,23.3031697659792,4.11704944163387e-120,1.47664839973268e-117,"ENSMUSG00000038591","Colec10"
3648.83988118887,-1.25214384650716,0.0538587609237398,-23.2486567650546,1.4677417703915e-119,5.16858592889864e-117,"ENSMUSG00000021033","Gstz1"
29484.6309798183,-0.89719819849155,0.0386298101218388,-23.2255399563647,2.51402169206845e-119,8.69492359499673e-117,"ENSMUSG00000002944","Cd36"
45582.2945987577,-0.758922340338549,0.0326840139392231,-23.2199858239501,2.86080864396518e-119,9.7207266344417e-117,"ENSMUSG00000022477","Aco2"
9976.17643641632,-1.27554208276399,0.0549520467151273,-23.2119121854812,3.45177292532257e-119,1.15265410375254e-116,"ENSMUSG00000032418","Me1"
17748.9500148094,-1.51586945372941,0.0654183029187849,-23.1719470866024,8.73617661800915e-119,2.86783506334917e-116,"ENSMUSG00000026473","Glul"
5551.86472502731,-1.41663170482704,0.0614255922389845,-23.0625648559552,1.10035578200589e-117,3.55194846431501e-115,"ENSMUSG00000032902","Slc16a1"
8446.7913084105,-1.64835860876965,0.0717208984753117,-22.9829609473877,6.90178569520519e-117,2.19137353024154e-114,"ENSMUSG00000021831","Ero1a"
2472.1027576612,1.11764541296776,0.0488197967624985,22.893282788639,5.42023117968442e-116,1.69321028206658e-113,"ENSMUSG00000025007","Aldh18a1"
6081.20888386061,-2.05940598547621,0.0901558790724212,-22.8427253626124,1.72616685792641e-115,5.30673011179663e-113,"ENSMUSG00000052974","Cyp2f2"
